label,scope,registered_on,author,why,hypothesis,scored_on,outcome
"chart:range_filter_macd@fast_days=12.0,signal_days=9.0,slow_days=26.0",commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
"ha:chart:range_filter_macd@fast_days=12.0,signal_days=9.0,slow_days=26.0",commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:range_filter_macd@per_days=10.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:range_filter_macd@per_days=10.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
"chart:ema_cross_sniper@fast_days=5.0,slow_days=13.0",commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
"ha:chart:ema_cross_sniper@fast_days=5.0,slow_days=13.0",commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
"chart:ema_cross_sniper@fast_days=20.0,slow_days=50.0",commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
"ha:chart:ema_cross_sniper@fast_days=20.0,slow_days=50.0",commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:bb_outside_in@bb_std=2.5,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:bb_outside_in@bb_std=2.5,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:bb_outside_in@bb_days=50.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:bb_outside_in@bb_days=50.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:ssl_hybrid@baseline_days=60.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:ssl_hybrid@baseline_days=60.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:ssl_hybrid@exit_days=10.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:ssl_hybrid@exit_days=10.0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:ssl_hybrid@kc_mult=0.5,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:ssl_hybrid@kc_mult=0.5,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:lorentzian_knn@use_filters=0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:lorentzian_knn@use_filters=0,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:lorentzian_knn@neighbors=4,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:lorentzian_knn@neighbors=4,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
chart:lorentzian_knn@feature_count=2,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
ha:chart:lorentzian_knn@feature_count=2,commodities/5m,2026-08-20,intraday HA study 2026-08-20 grid pass,"added 2026-08-20: the intraday HA study ran each strategy at its PUBLISHED parameters and a long-flat twin only, which cannot answer whether a different setting works. These are the REMAINING cells of each author's own grid -- the alternatives they themselves shipped, not a search this repo invented. Registered as their own trials because scoring them widens the search and the deflation has to know by how much. They are a PREREQUISITE for walk-forward optimisation, not a substitute: fold-by-fold selection can only ever pick a cell that exists, so if no cell here has positive GROSS excess then no selection among them can produce one","null: no alternative parameter setting turns a negative gross excess positive. The 3m us_stocks sheet already shows 0 of 28 cells positive before costs, and stage 1b measured per-fold re-optimisation LOSING on all 14 re-optimisable TA-Lib families, so the prior is that the grid is flat and uniformly unprofitable",,
mc_adaptive_band_reversion,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_bounce,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_channel_width,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_ewma,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_midpoint,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_slope_filter,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_std_band,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_threshold,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adaptive_window_sma,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adx_threshold_trend,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_adxr_persistence,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_ar1_online,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_atr_approx_from_closes,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_atr_filtered_breakout,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_average_run_length_reversion,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
mc_bollinger_band_breakout,us_stocks/1d,2026-08-21,megacellar-batch,"Scraped from megacellar-browser.onrender.com, where 164 of 164 rules beat a single unmatched buy-and-hold number. Re-implemented from prose to price that claim on this repos matched benchmark.","Null. The source benchmark does not rebalance while the rules do, so the 88% win rate is expected to be schedule mismatch; expect ~0 to clear the gates.",2026-08-21,"pass 2, full 8-cell sweep: 0 of 1162 published rule-sheets pass all four gates (costed and gross); best t 0.09; best-of-8 in hindsight mean ir_vs_random 0.261 vs 0.008 at the cell the source itself reports, and 0 of 123 positive walk-forward"
